adm1_name,adm2_name,mkt_name,c_maize_price,c_rice_price,c_sorghum_price,c_oil_price,c_food_price_index,Date,Population,Climate_Temperature,Climate_Precipitation,Climate_Humidity,Conflict_Critical,Conflict_Heightened,Conflict_Typical,Drought_NDVI_Critical,Drought_NDVI_Heightened,Drought_NDVI_Typical,Drought_rainfall_Critical,Drought_rainfall_Heightened,Drought_rainfall_Typical,Exchange_rates_Critical,Exchange_rates_Heightened,Exchange_rates_Typical,Food_prices_Critical,Food_prices_Heightened,Food_prices_Typical,Fuel_prices_Critical,Fuel_prices_Heightened,Fuel_prices_Typical,GLM_Estimated_population_living_in_areas_at_risk,GLM_Percentage_of_population_living_in_areas_at_risk,Heavy_rainfall_Critical,Heavy_rainfall_Heightened,Heavy_rainfall_Typical,ALCOHOLIC_BEVERAGES_TOBACCO_AND_NARCOTICS,ALL_GROUPS,CLOTHING_AND_FOOTWEAR,COMMUNICATION,EDUCATION,FOOD_AND_NON_ALCOHOLIC_BEVERAGES,FURNISHINGS_HOUSEHOLD_EQUIPMENT_AND_ROUTINE_MAINTENANCE_OF_THE_HOUSE,HEALTH,HOUSING_WATER_ELECTRICITY_GAS_AND_OTHER_FUELS,MISCELLANEOUS_GOODS_AND_SERVICES,RECREATION_AND_CULTURE,RESTAURANTS_AND_HOTELS,TRANSPORT,Exchange_Rate,"GDP_per_capita,_US_Dollars",Government_final_consumption,Gross_fixed_capital_formation,Household_final_consumption,Minus:_Imports_of_goods_and_services
Bari,Bossaso,Bossaso,44105.53,29524.14,44413.36,80172.41,2.46,2022-01-01,1116850.0,24.14,0.0,72.64,5.0,11.0,58.0,8.0,3.0,63.0,1.0,5.0,69.0,,74.0,,69.0,5.0,,71.0,3.0,2.0,11073533.67,0.6385,,,74.0,1.136575031,126.9198506,7.50381252908,2.8849443587999994,4.364501392,61.39635761092,3.2092331078600007,8.05814623,27.612695864470002,3.01795681038,1.01639715,2.675561736,4.04366871467,26069.0,,,,,
Bari,Bossaso,Bossaso,43810.21,29339.29,46000.0,85535.71,2.55,2022-02-01,1116850.0,24.36,0.0,71.28,,15.0,59.0,6.0,7.0,61.0,8.0,6.0,68.0,74.0,,,69.0,5.0,,72.0,2.0,1.0,13803526.16,0.7959,,,74.0,1.0808950263750001,127.614781,7.42094553755,2.8849443587999994,4.364501392,62.15775824519999,3.2092331078600007,8.05814623,27.612695864470002,3.01795681038,1.01639715,2.675561736,4.11574552753,25384.0,,,,,
Bari,Bossaso,Bossaso,45397.39,31199.93,46000.0,99790.63,2.77,2022-03-01,1116850.0,25.65,0.0,69.67,1.0,15.0,58.0,12.0,6.0,56.0,,3.0,71.0,74.0,74.0,,71.0,3.0,,74.0,,,14124591.62,0.8144,,,74.0,1.0808950263750001,129.9171666,7.42094553755,2.8849443587999994,4.364501392,63.82585365072,3.2092331078600007,8.05814623,28.07096412515,3.05273603013,1.0384717940000001,2.721024916,4.1894503922699995,26027.0,,,,,
Bari,Bossaso,Bossaso,45988.2,30518.52,46508.84,100873.14,2.78,2022-04-01,1116850.0,28.65,0.01,67.77,,12.0,62.0,14.0,6.0,54.0,4.0,34.0,36.0,,74.0,74.0,70.0,4.0,,74.0,,,12838449.29,0.7403,,,74.0,1.0808950263750001,132.8982247,8.02570531974,2.8849443587999994,4.364501392,65.79090199183999,3.2092331078600007,8.05814623,28.48221412654,3.05273603013,1.0384717940000001,2.721024916,4.1894503922699995,26492.0,,,,,
Bari,Bossaso,Bossaso,45988.2,30518.52,46508.84,100873.14,2.78,2022-04-01,1042591.0,28.65,0.01,67.77,,12.0,62.0,14.0,6.0,54.0,4.0,34.0,36.0,,74.0,74.0,70.0,4.0,,74.0,,,12838449.29,0.7403,,,74.0,1.0808950263750001,132.8982247,8.02570531974,2.8849443587999994,4.364501392,65.79090199183999,3.2092331078600007,8.05814623,28.48221412654,3.05273603013,1.0384717940000001,2.721024916,4.1894503922699995,26492.0,,,,,
Bari,Bossaso,Bossaso,46064.52,31451.61,46129.03,111871.39,2.93,2022-05-01,1116850.0,30.65,0.01,60.8,,13.0,61.0,12.0,14.0,48.0,15.0,37.0,22.0,,74.0,74.0,67.0,7.0,,74.0,,,11916350.61,0.6871,,,74.0,1.02525,134.85,7.420759,2.8848399999999996,4.3644,68.364796,3.2092290000000006,8.058,28.520402999999998,3.0528169999999997,1.0385,2.721,4.189601,26382.0,,,,,
Bari,Bossaso,Bossaso,46064.52,31451.61,46129.03,111871.39,2.93,2022-05-01,1042591.0,30.65,0.01,60.8,,13.0,61.0,12.0,14.0,48.0,15.0,37.0,22.0,,74.0,74.0,67.0,7.0,,74.0,,,11916350.61,0.6871,,,74.0,1.02525,134.85,7.420759,2.8848399999999996,4.3644,68.364796,3.2092290000000006,8.058,28.520402999999998,3.0528169999999997,1.0385,2.721,4.189601,26382.0,,,,,
Bari,Bossaso,Bossaso,47000.0,31500.0,48000.0,108722.33,2.93,2022-06-01,1116850.0,32.23,0.0,58.61,,13.0,61.0,14.0,13.0,47.0,30.0,25.0,19.0,,74.0,74.0,68.0,6.0,,74.0,,,13978651.99,0.806,,,74.0,1.02525,134.77,7.420759,2.8848399999999996,4.3644,68.604204,3.2092290000000006,8.058,28.110727999999998,3.0544789999999997,1.0385,2.8144,4.189601,26988.0,,,,,
Bari,Bossaso,Bossaso,47000.0,31500.0,48000.0,108722.33,2.93,2022-06-01,1042591.0,32.23,0.0,58.61,,13.0,61.0,14.0,13.0,47.0,30.0,25.0,19.0,,74.0,74.0,68.0,6.0,,74.0,,,13978651.99,0.806,,,74.0,1.02525,134.77,7.420759,2.8848399999999996,4.3644,68.604204,3.2092290000000006,8.058,28.110727999999998,3.0544789999999997,1.0385,2.8144,4.189601,26988.0,,,,,
Bari,Bossaso,Bossaso,47387.76,31645.21,49000.0,114400.0,3.01,2022-07-01,,31.08,0.0,57.32,3.0,14.0,57.0,14.0,10.0,50.0,26.0,23.0,25.0,,74.0,74.0,66.0,8.0,,74.0,,,15656178.97,0.9027,,1.0,74.0,1.02525,136.71,8.025868000000001,2.8848399999999996,4.3644,69.93476,3.2092290000000006,8.058,28.134138000000004,3.0544789999999997,1.0385,2.8144,4.168488999999999,26976.0,,,,,
Bari,Bossaso,Bossaso,48000.0,32000.0,51237.22,114400.0,3.05,2022-08-01,,30.83,0.0,59.92,2.0,22.0,50.0,13.0,12.0,49.0,24.0,21.0,29.0,,74.0,74.0,68.0,6.0,,74.0,,,16221389.35,0.9353,,4.0,74.0,1.1366250000000002,134.74,7.420759,2.8848399999999996,4.3644,68.46148,3.2092290000000006,8.058,28.134138000000004,3.0544789999999997,1.0385,2.8144,4.168488999999999,26061.0,,,,,
Bari,Bossaso,Bossaso,48766.34,32012.04,54595.74,94500.0,2.86,2022-09-01,,31.31,0.0,61.8,9.0,25.0,40.0,11.0,19.0,44.0,20.0,24.0,30.0,,74.0,74.0,63.0,11.0,1.0,74.0,,,14582255.03,0.8408,,,74.0,1.1366250000000002,135.28,7.448424000000001,2.8848399999999996,4.3644,68.50752,3.2092290000000006,8.058,28.625748,3.0544789999999997,1.0385,2.8144,4.136444,26064.0,,,,,
Bari,Bossaso,Bossaso,50241.94,32874.19,54580.65,93806.45,2.88,2022-10-01,,27.89,0.01,67.94,12.0,16.0,46.0,13.0,16.0,45.0,25.0,21.0,28.0,,74.0,74.0,46.0,28.0,5.0,74.0,1.0,,13529273.07,0.7801,,2.0,72.0,1.34575,135.2,7.467538000000001,2.8848399999999996,4.3644,68.199052,3.2092290000000006,8.058,28.625748,3.0544789999999997,1.0385,2.8144,4.136444,27473.0,,,,,
Bari,Bossaso,Bossaso,45500.0,31100.0,54000.0,73000.0,2.53,2022-11-01,,26.1,0.0,72.98,9.0,21.0,44.0,17.0,10.0,47.0,26.0,28.0,20.0,,74.0,74.0,18.0,56.0,14.0,63.0,11.0,,13508571.36,0.7789,,,74.0,1.39575,135.37,7.491179000000001,2.8848399999999996,4.3644,67.74325599999999,3.2092290000000006,8.554,28.625748,3.0544789999999997,1.0385,2.9156,4.087434,28018.0,,,,,
Bari,Bossaso,Bossaso,53550.0,31100.0,49350.0,73000.0,2.57,2022-12-01,,24.81,0.0,73.54,5.0,28.0,41.0,19.0,10.0,45.0,12.0,28.0,34.0,,74.0,74.0,16.0,58.0,19.0,57.0,17.0,2.0,14776860.49,0.852,2.0,3.0,69.0,1.44025,134.68,7.4936940000000005,2.8848399999999996,4.3644,66.463344,3.2092290000000006,8.6455,29.136086,3.000187,1.0385,2.9156,4.087434,28020.0,,,,,
Bari,Bossaso,Bossaso,54392.04,32454.84,51914.52,55193.55,2.41,2023-01-01,1232231.0,24.13,0.0,72.46,3.0,27.0,44.0,13.0,13.0,48.0,,2.0,72.0,,,74.0,13.0,61.0,13.0,25.0,49.0,3.0,14922662.94,0.8386,1.0,1.0,74.0,1.551625,133.99,7.530413000000001,2.8848399999999996,4.3644,65.52412799999999,3.2048340000000004,8.6455,29.136086,3.062512,1.0385,2.9156,4.136067,27604.0,,,,,
Bari,Bossaso,Bossaso,54035.22,32500.0,53569.17,54600.0,2.42,2023-02-01,1232231.0,24.4,0.0,71.71,12.0,25.0,37.0,10.0,9.0,55.0,,,74.0,,,74.0,13.0,61.0,6.0,24.0,50.0,8.0,14459799.45,0.8126,,,74.0,1.9969999999999999,134.54,7.618941,2.8848399999999996,4.3644,65.52412799999999,3.2048340000000004,8.6455,29.129063000000002,3.102677,1.0385,2.9156,4.1153319999999995,26163.0,,,,,
Bari,Bossaso,Bossaso,54440.36,25200.0,57669.23,65825.31,2.53,2023-03-01,1232231.0,27.04,0.0,72.96,12.0,29.0,33.0,5.0,8.0,61.0,,,74.0,,,74.0,9.0,63.0,2.0,24.0,50.0,28.0,14997249.08,0.8428,2.0,12.0,60.0,1.9969999999999999,137.29,7.652139,2.8848399999999996,4.3644,67.038844,3.361882,8.6455,30.109942,3.1586309999999997,1.0385,2.9156,4.128527,26252.0,,,,,
Bari,Bossaso,Bossaso,54144.06,27160.0,53135.94,65976.6,2.49,2023-04-01,1232231.0,28.68,0.01,70.57,5.0,25.0,44.0,,5.0,69.0,,,74.0,,,74.0,4.0,65.0,5.0,17.0,57.0,57.0,16001670.24,0.8992,1.0,14.0,59.0,1.9969999999999999,141.08,8.341752000000001,2.8848399999999996,4.3644,70.132732,3.361882,8.6455,30.109942,3.1586309999999997,1.0385,2.9156,4.128527,27055.0,,,,,
Bari,Bossaso,Bossaso,54193.55,25200.0,55548.39,64914.54,2.49,2023-05-01,1232231.0,29.95,0.82,70.58,,31.0,43.0,,1.0,73.0,,,74.0,,,74.0,7.0,59.0,8.0,15.0,56.0,3.0,15573578.98,0.8752,,10.0,64.0,2.036,143.73,7.753242,3.2779599999999993,4.3644,69.91174,3.4152080000000002,8.8225,32.479034000000006,3.1586309999999997,1.0385,2.9156,4.560192,27313.0,,,,,
Bari,Bossaso,Bossaso,47040.0,25200.0,47600.0,62989.32,2.27,2023-06-01,1232231.0,32.41,0.0,60.69,1.0,31.0,42.0,1.0,2.0,71.0,,,74.0,,,74.0,2.0,59.0,13.0,15.0,56.0,3.0,13497045.9,0.7585,,,74.0,2.036,143.72,8.457442,3.2779599999999993,4.3644,68.848216,3.4152080000000002,8.909,32.722498,3.1586309999999997,1.043,2.9156,4.5699939999999994,27063.0,,,,,
Bari,Bossaso,Bossaso,44167.74,25200.0,45116.13,61105.16,2.18,2023-07-01,,32.36,0.0,56.95,4.0,28.0,42.0,1.0,4.0,69.0,,,74.0,,,74.0,2.0,51.0,21.0,19.0,49.0,6.0,12034768.85,0.6763,,,74.0,2.091625,144.89,8.524341000000002,3.6427999999999994,4.678,69.10604,3.4152080000000002,8.909,32.593742999999996,3.309319,1.043,3.009,4.572633,27047.0,,,,,
Bari,Bossaso,Bossaso,47012.9,27287.15,47012.9,61814.41,2.28,2023-08-01,,32.24,0.0,57.97,4.0,29.0,41.0,2.0,5.0,67.0,8.0,4.0,74.0,,,74.0,2.0,45.0,27.0,17.0,30.0,27.0,11855774.88,0.6662,,,74.0,2.091625,142.58,8.486616000000001,3.6134,4.678,67.03424,3.4152080000000002,8.909,32.528195,3.2907599999999997,1.043,2.9156,4.572633,27049.0,,,,,
Bari,Bossaso,Bossaso,43400.0,29400.0,45776.09,60620.0,2.23,2023-09-01,,32.17,0.0,61.66,5.0,38.0,31.0,1.0,8.0,65.0,21.0,3.0,74.0,,,74.0,3.0,48.0,23.0,16.0,27.0,31.0,12115632.75,0.6808,,2.0,72.0,2.091625,142.65,8.524341000000002,4.24564,4.678,65.7221,3.4459730000000004,9.139000000000001,32.930847,3.3384039999999997,1.043,2.9156,4.572633,27071.0,,,,,
Bari,Bossaso,Bossaso,42000.0,29400.0,44197.46,56173.93,2.14,2023-10-01,1116850.0,28.7,0.05,71.77,,29.0,45.0,1.0,2.0,71.0,2.0,2.0,74.0,,,74.0,2.0,39.0,33.0,15.0,27.0,32.0,13853765.24,0.7785,13.0,37.0,24.0,2.091625,143.59,8.526856,4.50856,4.678,64.653972,3.4459730000000004,9.139000000000001,34.658505000000005,3.3384039999999997,1.043,2.9156,4.593744999999999,27730.0,,,,,
Bari,Bossaso,Bossaso,43960.0,29400.0,43400.0,59078.08,2.19,2023-11-01,1116850.0,26.75,0.0,76.46,1.0,18.0,55.0,,2.0,72.0,1.0,,74.0,,,74.0,3.0,21.0,50.0,17.0,3.0,54.0,15433640.99,0.8673,40.0,23.0,11.0,2.108375,144.92,8.526856,4.66984,4.678,66.555424,3.4603300000000004,9.139000000000001,33.792335,3.3414509999999997,1.043,3.009,4.6009079999999996,28037.0,,,,,
Bari,Bossaso,Bossaso,45319.36,29400.0,42948.39,60610.72,2.22,2023-12-01,1116850.0,24.89,0.0,74.63,,15.0,59.0,,1.0,73.0,,1.0,74.0,,,74.0,3.0,20.0,51.0,17.0,4.0,53.0,14388166.86,0.8085,,,74.0,2.1725000000000003,143.57,8.539934,4.66984,4.678,65.063728,3.4946110000000004,9.139000000000001,33.792335,3.363057,1.043,3.009,4.607316999999999,28029.0,,,,,
Bari,Bossaso,Bossaso,43739.41,33600.0,42000.0,62314.64,2.26,2024-01-01,1270552.0,24.49,0.0,74.39,,7.0,67.0,,,74.0,,,74.0,,74.0,74.0,2.0,14.0,60.0,16.0,3.0,55.0,10557076.35,0.5725,,,74.0,2.1725000000000003,142.28,8.530377000000001,4.66984,4.678,64.86115199999999,3.4946110000000004,9.139000000000001,32.774,3.363057,1.043,3.009,4.548882,28038.0,,,,,
Bari,Bossaso,Bossaso,42579.31,33600.0,44913.59,59800.0,2.25,2024-02-01,1270552.0,25.62,0.0,72.44,,8.0,66.0,,,74.0,,,74.0,,,74.0,1.0,6.0,67.0,9.0,2.0,63.0,6302787.182,0.3418,,,74.0,2.1725000000000003,142.14,8.487622000000002,4.66984,4.678,64.815112,3.4787890000000004,9.139000000000001,32.774,3.363057,1.043,3.009,4.513821,28034.0,,,,,
Bari,Bossaso,Bossaso,42764.54,32177.42,46200.0,67200.0,2.34,2024-03-01,1270552.0,27.58,0.0,70.58,,10.0,64.0,,,74.0,,1.0,73.0,,74.0,74.0,1.0,5.0,68.0,5.0,4.0,65.0,6414330.202,0.3478,,,74.0,2.1725000000000003,145.34,10.682211,4.66984,4.678,65.66685199999999,3.49549,9.139000000000001,32.781023,3.363057,1.043,3.1226,4.525131,28032.0,,,,,
Bari,Bossaso,Bossaso,42573.3,33600.0,48160.0,67200.0,2.38,2024-04-01,1270552.0,29.22,0.88,72.11,,13.0,61.0,,,74.0,,1.0,74.0,,74.0,74.0,2.0,2.0,72.0,4.0,4.0,66.0,6320138.327,0.3427,,26.0,48.0,2.1725000000000003,148.42,11.065497,4.66984,4.678,67.347312,3.625582,9.139000000000001,33.293702,3.732298,1.043,3.1226,4.535686999999999,28032.0,,,,,
Bari,Bossaso,Bossaso,42814.74,33537.79,49722.58,67095.65,2.4,2024-05-01,1270552.0,31.13,0.0,68.23,,12.0,62.0,,,74.0,,,74.0,,74.0,74.0,2.0,2.0,72.0,4.0,3.0,67.0,5633642.916,0.3055,,4.0,70.0,2.1725000000000003,150.64,10.06,4.66984,4.678,69.925552,3.6270470000000006,9.139000000000001,33.811063000000004,3.76443,1.043,3.1226,4.623527999999999,28035.0,,,,,
Bari,Bossaso,Bossaso,43050.0,33600.0,48440.0,66876.9,2.39,2024-06-01,1270552.0,32.82,0.02,58.85,,11.0,63.0,,,74.0,,,74.0,,74.0,74.0,1.0,1.0,73.0,4.0,2.0,68.0,2778951.431,0.1507,,3.0,71.0,1.954875,151.35,10.560988000000002,5.156479999999999,4.684,68.80217599999999,3.7366290000000006,9.139000000000001,33.839155000000005,3.866366,1.2051,3.5744000000000002,4.827862,28022.0,,,,,
Bari,Bossaso,Bossaso,43400.0,33600.0,47142.69,67200.0,2.38,2024-07-01,1232231.0,32.57,0.0,59.39,,13.0,61.0,,,74.0,,,74.0,,,74.0,,1.0,74.0,1.0,2.0,71.0,2188583.043,0.1187,,3.0,71.0,1.8362500000000002,152.92,10.064024000000002,5.156479999999999,4.6264,68.28652799999999,3.9437800000000003,9.545,34.822375,4.029795999999999,1.3725,3.8558,5.360939999999999,28043.0,,,,,
Bari,Bossaso,Bossaso,42627.64,34533.33,45664.31,66266.67,2.35,2024-08-01,1232231.0,31.51,0.0,62.29,,10.0,64.0,,,74.0,,,74.0,,,74.0,,1.0,73.0,1.0,2.0,71.0,3390105.015,0.1838,4.0,3.0,71.0,1.8362500000000002,151.04,10.405561,5.156479999999999,4.39,66.362056,3.961946,9.3985,34.770873,4.054172,1.3705,3.8558,5.3805439999999995,28043.0,,,,,
Bari,Bossaso,Bossaso,43158.62,35772.41,47358.62,65152.45,2.38,2024-09-01,1232231.0,31.25,0.0,62.76,,7.0,67.0,,,74.0,,1.0,74.0,,,74.0,1.0,1.0,73.0,1.0,1.0,73.0,3496406.915,0.1896,,,74.0,1.8362500000000002,151.39,10.510688000000002,6.50916,4.39,65.62541599999999,4.121338000000001,9.421,34.040481,4.0901819999999995,1.3729,4.118399999999999,5.357169999999999,26976.0,,,,,
Bari,Bossaso,Bossaso,40834.88,37800.0,41832.0,64848.0,2.3,2024-10-01,1232231.0,29.23,0.04,65.16,,3.0,71.0,,,74.0,,1.0,73.0,,,74.0,1.0,,74.0,2.0,2.0,72.0,3363865.432,0.1824,,4.0,70.0,1.7693750000000001,151.96,10.541371,8.18888,4.39,65.045312,4.222716000000001,9.442,33.600373,3.941987,1.3477000000000001,4.006,5.470269999999999,28092.0,,,,,
Bari,Bossaso,Bossaso,37380.0,33180.0,37380.0,63420.0,2.13,2024-11-01,1232231.0,25.89,0.0,75.71,,7.0,67.0,4.0,4.0,74.0,,2.0,72.0,,74.0,74.0,,4.0,70.0,1.0,3.0,70.0,1456887.134,0.079,,4.0,70.0,1.7693750000000001,152.46,10.577587000000001,8.365839999999999,4.4104,64.741448,4.242933000000001,9.399,33.925771999999995,4.027025999999999,1.3726,4.0152,5.60976,29035.0,,,,,
Bari,Bossaso,Bossaso,41809.09,35681.72,38170.84,64336.36,2.24,2024-12-01,1232231.0,24.18,0.0,70.75,4.0,16.0,54.0,4.0,4.0,74.0,2.0,2.0,72.0,,,74.0,1.0,4.0,70.0,2.0,3.0,69.0,1400222.074,0.0759,,,74.0,1.7693750000000001,151.57,10.488556,8.32692,4.4072000000000005,64.092284,4.232971,9.3575,34.028776,3.943372,1.3631,3.9778,5.584877999999999,29038.0,,,,,
Bari,Bossaso,Bossaso,40780.34,37800.0,35538.46,59607.69,2.16,2025-01-01,,22.82,0.0,73.18,4.0,18.0,52.0,,1.0,74.0,1.0,1.0,74.0,,,74.0,1.0,2.0,72.0,3.0,2.0,69.0,1012323.097,0.0531,,,74.0,,,,,,,,,,,,,,29023.0,,,,,
Bari,Bossaso,Bossaso,40650.0,34950.0,37800.0,63000.0,2.19,2025-02-01,,24.15,0.0,72.8,4.0,19.0,51.0,,,74.0,,2.0,74.0,,,74.0,1.0,1.0,74.0,3.0,2.0,69.0,950461.105,0.0498,,,74.0,,,,,,,,,,,,,,29021.0,,,,,
Bari,Bossaso,Bossaso,42000.0,35247.84,37800.0,63980.0,2.23,2025-03-01,,26.17,0.0,73.09,11.0,24.0,39.0,,,74.0,,,74.0,,,74.0,,1.0,73.0,1.0,3.0,71.0,1104747.211,0.0579,,,74.0,,,,,,,,,,,,,,28962.0,,,,,
Bari,Bossaso,Bossaso,41687.69,34817.2,38137.34,69245.14,2.29,2025-04-01,,28.35,0.0,68.18,4.0,30.0,40.0,,,74.0,5.0,4.0,74.0,,,74.0,,3.0,71.0,,2.0,72.0,1988904.29,0.1043,,4.0,70.0,,,,,,,,,,,,,,29993.0,,,,,
Bari,Bossaso,Bossaso,42127.26,34348.39,38393.03,66245.33,2.25,2025-05-01,,30.95,0.0,64.95,2.0,34.0,38.0,,,74.0,1.0,9.0,64.0,,,74.0,,1.0,73.0,,9.0,65.0,3017068.137,0.1581,,2.0,72.0,,,,,,,,,,,,,,30017.0,,,,,
Bari,Bossaso,Bossaso,41931.03,33832.37,38030.95,66774.02,2.25,2025-06-01,,32.21,0.0,59.69,3.0,27.0,44.0,,,74.0,13.0,7.0,67.0,,,74.0,,1.0,73.0,,5.0,69.0,3030226.958,0.1588,,,74.0,,,,,,,,,,,,,,29719.0,,,,,
Bari,Bossaso,Bossaso,42000.0,33600.0,37800.0,64400.0,2.21,2025-07-01,1270552.0,32.33,0.0,56.73,5.0,25.0,44.0,,,74.0,4.0,11.0,59.0,,,74.0,,2.0,72.0,1.0,5.0,69.0,2479575.483,0.13,,,74.0,,,,,,,,,,,,,,29949.0,,,,,
Bari,Bossaso,Bossaso,44638.89,32835.53,42000.0,69692.63,2.35,2025-08-01,1270552.0,31.63,0.27,58.99,5.0,16.0,53.0,1.0,,74.0,8.0,8.0,58.0,,,74.0,,2.0,72.0,1.0,5.0,69.0,1861594.253,0.0976,,,74.0,,,,,,,,,,,,,,29895.0,,,,,
Bari,Bossaso,Bossaso,48117.39,31812.89,42000.0,73500.0,2.43,2025-09-01,1270552.0,31.71,0.06,62.91,1.0,22.0,51.0,1.0,1.0,73.0,3.0,9.0,62.0,,,74.0,,2.0,72.0,,3.0,71.0,2173469.473,0.1139,,2.0,72.0,,,,,,,,,,,,,,,,,,,
Bari,Bossaso,Bossaso,46200.0,30660.0,42000.0,73500.0,2.39,2025-10-01,1270552.0,28.77,0.0,60.17,,17.0,57.0,10.0,1.0,73.0,7.0,11.0,56.0,,,74.0,,7.0,67.0,,4.0,70.0,2400123.062,0.1258,,,74.0,,,,,,,,,,,,,,,,,,,
Bari,Bossaso,Bossaso,45832.61,31453.59,41055.77,67846.33,2.32,2025-11-01,1270552.0,-999.0,-999.0,-999.0,,10.0,64.0,19.0,1.0,73.0,11.0,16.0,47.0,,,74.0,,2.0,72.0,,5.0,69.0,2593804.964,0.136,,,74.0,,,,,,,,,,,,,,,,,,,
Bari,Qardho,Qardho,30534.24,14679.52,22000.0,33910.05,1.26,2015-01-01,,20.66,0.0,61.75,3.0,28.0,43.0,,2.0,72.0,,,74.0,,,74.0,2.0,21.0,53.0,,3.0,71.0,3664075.69,0.2734,,,74.0,1.138095562125,97.58555611,5.043140070200001,2.8350324603999995,3.9286067804,44.679411228636,2.9520769698600002,5.163283245000001,22.201190195162,2.80493704881,0.9973943572,1.8541694356,3.98821875166,22285.0,414.2630939,324289767.7,674627947.1,7281761394.0,3987254874.0
Bari,Qardho,Qardho,28791.35,14250.0,21754.1,32302.71,1.21,2015-02-01,367638.0,22.26,0.0,58.67,5.0,26.0,43.0,,3.0,71.0,,,74.0,,,74.0,1.0,13.0,61.0,,1.0,73.0,4056569.918,0.3027,,,74.0,1.138095562125,98.42550657,5.022539574923,2.8350324603999995,3.9286067804,44.990092933124,2.9556527154900003,5.163283245000001,22.807152597655,2.80493704881,0.9753297043000001,1.8541694356,3.9506145171999996,22196.0,414.2630939,324289767.7,674627947.1,7281761394.0,3987254874.0
Bari,Qardho,Qardho,29671.8,14414.73,20849.24,34246.04,1.23,2015-03-01,367638.0,24.39,0.0,57.9,,21.0,53.0,,2.0,72.0,,,74.0,,,74.0,,6.0,68.0,,1.0,73.0,4685040.497,0.3496,,1.0,73.0,1.1770715652500001,99.74662676,5.03015307296,2.8350324603999995,3.9354882896,45.79969253954,2.9693099113600003,5.16055237,23.214669970526,2.80812213885,1.001521277,1.8643986512000001,3.9506145171999996,22211.0,414.2630939,324289767.7,674627947.1,7281761394.0,3987254874.0
Bari,Qardho,Qardho,29039.85,14520.35,21614.97,35325.0,1.25,2015-04-01,367638.0,27.15,0.0,54.87,,10.0,64.0,,2.0,72.0,3.0,,74.0,,74.0,74.0,,11.0,63.0,,1.0,73.0,5697615.73,0.4251,,3.0,71.0,1.1770715652500001,100.034736,5.03015307296,2.8350324603999995,3.9492513076,45.844465698296,2.9800011268300004,5.15274698,23.41423465831,2.81015240758,1.00731546,1.8643986512000001,3.9699126420199997,22232.0,414.2630939,324289767.7,674627947.1,7281761394.0,3987254874.0
Bari,Qardho,Qardho,31399.08,14624.62,21824.08,35515.9,1.29,2015-05-01,367638.0,28.13,3.07,59.01,,15.0,59.0,,1.0,73.0,,,74.0,,74.0,74.0,,7.0,67.0,,3.0,71.0,5512621.698,0.4113,,,74.0,1.2271835693750002,99.98332706,5.03170221236,2.8578545967999998,3.9354882896,45.755379159243994,2.9450909708600004,5.16055237,23.52030801364,2.81637939805,1.0060654599999999,1.8643986512000001,3.86292438129,22265.0,414.2630939,324289767.7,674627947.1,7281761394.0,3987254874.0
Bari,Qardho,Qardho,29341.23,14750.0,20000.0,31250.0,1.19,2015-06-01,367638.0,26.11,1.06,62.59,,15.0,59.0,1.0,,73.0,,,74.0,,,74.0,,4.0,70.0,,1.0,73.0,4786977.569,0.3572,,,74.0,1.2271835693750002,100.01735,5.03170221236,2.8578545967999998,3.9698958352,45.754994545688,2.9450909708600004,5.16055237,23.52030801364,2.81637939805,1.0060654599999999,1.8643986512000001,3.86292438129,22212.0,414.2630939,324289767.7,674627947.1,7281761394.0,3987254874.0
Bari,Qardho,Qardho,28240.49,14600.0,19600.0,30000.0,1.15,2015-07-01,,26.66,0.14,52.2,,28.0,46.0,1.0,,73.0,,1.0,74.0,,,74.0,,3.0,71.0,,2.0,72.0,4340658.495,0.3239,,1.0,74.0,1.25086155,103.981608,5.1398560701900005,2.8968424127999994,4.115258504000001,47.67413588716,3.01929693903,5.308254945000001,24.81594008204,2.95466121346,1.02835681,1.8904900084,3.88765357565,22263.0,414.2630939,324289767.7,674627947.1,7281761394.0,3987254874.0
Bari,Qardho,Qardho,28805.87,14504.52,20000.0,34202.47,1.21,2015-08-01,,26.31,0.64,55.64,5.0,27.0,42.0,3.0,1.0,73.0,1.0,3.0,71.0,,,74.0,,5.0,69.0,1.0,2.0,72.0,4589704.525,0.3425,,,74.0,1.25086155,105.2929745,5.16707327947,2.8968424127999994,4.130642612,48.731285879359994,3.0495526552200003,5.341342635,24.92411464874,2.9923104662199997,1.026181721,1.8918350496,3.8909316094999995,22273.0,414.2630939,324289767.7,674627947.1,7281761394.0,3987254874.0
Bari,Qardho,Qardho,29507.0,14596.17,22000.0,37462.72,1.29,2015-09-01,,28.63,0.12,48.2,4.0,35.0,35.0,2.0,1.0,73.0,,3.0,71.0,,,74.0,,8.0,66.0,1.0,7.0,66.0,4653780.349,0.3473,,,74.0,1.25086155,105.328269,5.16718377348,2.8968424127999994,4.140964876,48.7477495992,3.0495411168800004,5.341342635,24.92411464874,2.99454234386,1.027431721,1.8918350496,3.89585924455,22269.0,414.2630939,324289767.7,674627947.1,7281761394.0,3987254874.0
